罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,香取,小見川幹部交番,122360,千葉県,香取市,小見川,2021-11-06,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,小見川幹部交番,122360,千葉県,香取市,小見川,2021-11-21,17,その他,その他,10歳代,その他,施錠せず
窃盗,自転車盗,香取,小見川幹部交番,122360,千葉県,香取市,八日市場,2021-01-26,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,香取,橘駐在所,123498,千葉県,東庄町,石出,2021-05-29,07,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,香取,次浦駐在所,123471,千葉県,多古町,本三倉,2021-09-10,17,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,香取,神里駐在所,122360,千葉県,香取市,織幡,2021-08-26,12,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,豊浦駐在所,122360,千葉県,香取市,分郷,2021-02-01,17,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,豊浦駐在所,122360,千葉県,香取市,分郷,2021-04-06,08,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,豊浦駐在所,122360,千葉県,香取市,分郷,2021-07-24,14,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,香取,郡駐在所,123421,千葉県,神崎町,郡,2021-05-11,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,郡駐在所,123421,千葉県,神崎町,郡,2021-08-10,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,郡駐在所,123421,千葉県,神崎町,郡,2021-08-11,09,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,香取,郡駐在所,123421,千葉県,神崎町,郡,2021-08-13,12,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,成田国際空港,署所在地,122114,千葉県,成田市,古込,2021-04-16,07,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,銚子,中央交番,122025,千葉県,銚子市,清水町,2021-07-08,00,その他の住宅（３階建て以下共同住宅等）,その他,65-69歳,その他,施錠した
窃盗,自転車盗,銚子,本城駐在所,122025,千葉県,銚子市,長塚町５丁目,2021-11-05,15,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,銚子,本城駐在所,122025,千葉県,銚子市,長塚町５丁目,2021-11-30,07,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,銚子,椎柴駐在所,122025,千葉県,銚子市,野尻町,2021-02-05,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,海鹿島駐在所,122025,千葉県,銚子市,榊町,2021-09-16,08,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,春日町,2021-04-28,04,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,三軒町,2021-09-29,11,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西小川町,2021-02-18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-02-16,09,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-03-20,23,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-04-07,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-05-10,07,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-05-14,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-05-25,15,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-06-01,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-06-01,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-06-03,19,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-06-08,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-07-06,13,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-09-01,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-09-13,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-09-17,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-10-11,12,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-10-14,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,銚子,銚子駅前交番,122025,千葉県,銚子市,西芝町,2021-12-13,15,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,旭,干潟駅前交番,122157,千葉県,旭市,ニ,2020-12-30,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,旭,干潟駅前交番,122157,千葉県,旭市,ニ,2021-01-31,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,干潟駅前交番,122157,千葉県,旭市,ニ,2021-03-10,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,干潟駅前交番,122157,千葉県,旭市,ニ,2021-04-24,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,干潟駅前交番,122157,千葉県,旭市,ニ,2021-09-04,16,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,旭,矢指駐在所,122157,千葉県,旭市,西足洗,2021-03-16,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,旭,矢指駐在所,122157,千葉県,旭市,西足洗,2021-03-18,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,旭,矢指駐在所,122157,千葉県,旭市,西足洗,2021-07-21,17,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,イ,2021-08-21,09,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,イ,2021-09-24,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ニ,2021-02-24,19,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ニ,2021-06-09,15,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ニ,2021-09-03,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ニ,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ハ,2021-02-16,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ハ,2021-03-21,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,旭,署所在地,122157,千葉県,旭市,ロ,2021-01-13,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,飯岡交番,122157,千葉県,旭市,萩園,2021-04-08,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,旭,鶴巻駐在所,122157,千葉県,旭市,後草,2021-05-20,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,鶴巻駐在所,122157,千葉県,旭市,後草,2021-09-06,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,旭,鶴巻駐在所,122157,千葉県,旭市,倉橋,2021-04-24,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,旭,鶴巻駐在所,122157,千葉県,旭市,倉橋,2021-05-29,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,匝瑳,平和駐在所,122351,千葉県,匝瑳市,上谷中,2021-05-18,23,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-08-06,12,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-08-07,10,その他,その他,10歳代,その他,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-09-07,07,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-09-10,07,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-12-01,19,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2021-12-02,07,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場ホ,2021-03-17,10,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場ホ,2021-06-03,18,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,匝瑳,野手駐在所,122351,千葉県,匝瑳市,野手,2021-03-01,17,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,匝瑳,須賀駐在所,122351,千葉県,匝瑳市,横須賀,2021-04-08,18,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,大平駐在所,122378,千葉県,山武市,松尾町武野里,2021-03-06,18,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,山武,日向駐在所,122378,千葉県,山武市,椎崎,2021-03-26,05,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,山武,日向駐在所,122378,千葉県,山武市,椎崎,2021-10-01,00,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,山武,日向駐在所,122378,千葉県,山武市,椎崎,2021-10-12,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,山武,日向駐在所,122378,千葉県,山武市,椎崎,2021-10-25,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,松尾駐在所,122378,千葉県,山武市,松尾町大堤,不明,不明,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,山武,松尾駐在所,122378,千葉県,山武市,松尾町五反田,2021-04-02,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,山武,松尾駐在所,122378,千葉県,山武市,松尾町八田,2021-07-20,18,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,栗山,2021-04-06,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-01-11,12,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-01-16,07,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-01-25,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-06-05,09,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-06-24,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-07-05,13,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-07-24,11,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-08-01,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-08-04,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-08-09,19,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2021-09-27,20,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,白幡駐在所,122378,千葉県,山武市,白幡,2021-05-04,08,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,山武,署所在地,122378,千葉県,山武市,津辺,2021-02-12,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,署所在地,122378,千葉県,山武市,津辺,2021-02-28,09,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,山武,署所在地,122378,千葉県,山武市,津辺,2021-12-07,16,その他,その他,10歳代,高校生,施錠した
窃盗,自転車盗,山武,署所在地,122378,千葉県,山武市,成東,2021-03-09,11,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,山武,芝山交番,124095,千葉県,芝山町,,2021-03-26,22,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,山武,芝山交番,124095,千葉県,芝山町,岩山,2021-05-21,06,その他,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,山武,芝山交番,124095,千葉県,芝山町,新井田,2021-12-05,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東金,九十九里交番,124036,千葉県,九十九里町,片貝,2021-11-12,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,増穂交番,122394,千葉県,大網白里市,上貝塚,2021-10-05,20,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,東金,増穂交番,122394,千葉県,大網白里市,富田,2021-06-22,06,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,東金,増穂交番,122394,千葉県,大網白里市,富田,2021-07-15,07,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,東金,増穂交番,122394,千葉県,大網白里市,永田,2021-07-09,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,増穂交番,122394,千葉県,大網白里市,ながた野１丁目,2020-12-30,08,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,福俵,2021-08-10,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,福俵,2021-09-23,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,福俵,2021-10-22,20,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,福俵,2021-12-20,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,西福俵,2021-01-01,17,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,大和駐在所,122131,千葉県,東金市,西福俵,2021-03-30,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2021-04-12,18,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2021-10-07,08,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,駒込,2021-03-10,06,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,駒込,2021-08-25,09,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,駒込,2021-08-27,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,駒込,2021-09-21,06,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,富田,2021-06-19,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,みずほ台３丁目,2021-10-14,12,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,みやこ野１丁目,2021-06-03,05,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,東金,大網駅前交番,122394,千葉県,大網白里市,みやこ野２丁目,2021-10-12,15,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,東金,広瀬駐在所,122131,千葉県,東金市,家徳,2021-04-03,09,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東金,広瀬駐在所,122131,千葉県,東金市,家徳,2021-06-15,16,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,北之幸谷,2021-01-07,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,北之幸谷,2021-07-22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,北之幸谷,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間,2021-09-01,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間１丁目,2021-05-01,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間１丁目,2021-10-02,03,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間１丁目,2021-10-14,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間２丁目,2021-02-25,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間３丁目,2021-01-24,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間３丁目,2021-07-27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,田間３丁目,2021-11-14,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2021-01-24,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2021-02-16,21,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2021-03-01,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2021-04-12,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2021-11-15,04,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-02-23,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-03,06,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-16,18,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-20,18,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-21,06,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-21,07,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-23,09,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-04-24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-03,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-04,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-25,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-26,07,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-28,09,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-05-31,07,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-06-08,08,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-06-10,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-06-15,07,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-06-30,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-07-20,08,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-07-26,07,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-08-01,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-08-21,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-17,06,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-21,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-23,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-28,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-28,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-09-28,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-11-03,10,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-11-06,09,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-11-15,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-11-17,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-11-18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-12-03,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-12-07,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,東金,東金駅前交番,122131,千葉県,東金市,東金,2021-12-07,09,道路上,その他,10歳代,その他,施錠せず
