,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,住所,lat,lon
4303,窃盗,自転車盗,市原,国分寺台交番,122190,千葉県,市原市,諏訪１丁目,2022-09-03,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,市原市諏訪１丁目,35.491295,140.108597
4304,窃盗,自転車盗,市原,国分寺台交番,122190,千葉県,市原市,南国分寺台３丁目,2022-02-16,18,その他,駐車（輪）場,70歳以上,その他,施錠した,市原市南国分寺台３丁目,35.49194,140.114471
4305,窃盗,自転車盗,市原,国分寺台交番,122190,千葉県,市原市,南国分寺台３丁目,2022-10-08,13,道路上,その他,10歳代,中学生,施錠せず,市原市南国分寺台３丁目,35.49194,140.114471
4306,窃盗,自転車盗,市原,国分寺台交番,122190,千葉県,市原市,南国分寺台５丁目,不明,不明,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,市原市南国分寺台５丁目,35.493256,140.116379
4307,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-01-22,03,その他,駐車（輪）場,10歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4308,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-02-04,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4309,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-04-01,17,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4310,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-04-09,07,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4311,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-05-27,19,その他,駐車（輪）場,10歳代,高校生,施錠せず,市原市姉崎,35.479267,140.049927
4312,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-06-02,14,その他,駐車（輪）場,10歳代,高校生,施錠した,市原市姉崎,35.479267,140.049927
4313,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-06-15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4314,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-07-22,18,その他,その他,10歳代,高校生,施錠せず,市原市姉崎,35.479267,140.049927
4315,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-08-15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,市原市姉崎,35.479267,140.049927
4316,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-08-31,12,その他,駐車（輪）場,10歳代,大学生,施錠せず,市原市姉崎,35.479267,140.049927
4317,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-09-14,22,その他,駐車（輪）場,10歳代,高校生,施錠せず,市原市姉崎,35.479267,140.049927
4318,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-10-17,20,その他,駐車（輪）場,40歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4319,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-10-19,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4320,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-10-19,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した,市原市姉崎,35.479267,140.049927
4321,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-12-12,11,その他,駐車（輪）場,10歳代,高校生,施錠した,市原市姉崎,35.479267,140.049927
4322,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022-12-18,10,一戸建住宅,その他,10歳代,中学生,施錠した,市原市姉崎,35.479267,140.049927
4323,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,不明,不明,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,市原市姉崎,35.479267,140.049927
4324,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎海岸,2022-08-23,17,その他,その他,30歳代,その他,施錠せず,市原市姉崎海岸,35.486561,140.02858
4325,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,千種３丁目,2022-10-10,21,一戸建住宅,その他,40歳代,その他,施錠せず,市原市千種３丁目,35.49184,140.059921
4326,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,千種６丁目,2022-03-29,10,一戸建住宅,その他,40歳代,その他,施錠した,市原市千種６丁目,35.495499,140.059326
4327,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-05-23,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,市原市姉崎東１丁目,35.478107,140.043991
4328,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-05-25,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した,市原市姉崎東１丁目,35.478107,140.043991
4329,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-06-17,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,市原市姉崎東１丁目,35.478107,140.043991
4330,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-06-23,15,その他,駐車（輪）場,10歳代,その他,施錠せず,市原市姉崎東１丁目,35.478107,140.043991
4331,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-06-26,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,市原市姉崎東１丁目,35.478107,140.043991
4332,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-07-23,16,道路上,その他,10歳代,高校生,施錠せず,市原市姉崎東１丁目,35.478107,140.043991
4333,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東１丁目,2022-10-11,14,その他,駐車（輪）場,70歳以上,その他,施錠せず,市原市姉崎東１丁目,35.478107,140.043991
4334,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東２丁目,2022-05-29,23,一戸建住宅,その他,10歳代,大学生,施錠せず,市原市姉崎東２丁目,35.475201,140.043091
4335,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-05-27,14,その他,駐車（輪）場,20歳代,その他,施錠した,市原市姉崎東３丁目,35.477036,140.041245
4336,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-07-19,17,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4337,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-07-31,16,その他,駐車（輪）場,10歳代,高校生,施錠した,市原市姉崎東３丁目,35.477036,140.041245
4338,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-10-22,17,その他,駐車（輪）場,20歳代,その他,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4339,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-10-22,20,その他,駐車（輪）場,10歳代,高校生,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4340,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-11-15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4341,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022-12-04,10,その他,駐車（輪）場,10歳代,中学生,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4342,窃盗,自転車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,不明,不明,道路上,その他,20歳代,その他,施錠せず,市原市姉崎東３丁目,35.477036,140.041245
4343,窃盗,自転車盗,市原,廿五里駐在所,122190,千葉県,市原市,廿五里,2022-01-09,13,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず,市原市廿五里,35.489525,140.083405
4344,窃盗,自転車盗,市原,有秋交番,122190,千葉県,市原市,姉崎,2022-11-08,17,その他,駐車（輪）場,50歳代,その他,施錠せず,市原市姉崎,35.479267,140.049927
4345,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,君塚１丁目,2022-10-15,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠した,市原市君塚１丁目,35.519798,140.102249
4346,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,君塚２丁目,2021-11-07,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,市原市君塚２丁目,35.519588,140.106308
4347,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,君塚４丁目,2022-05-03,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,市原市君塚４丁目,35.524876,140.103806
4348,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五所,2022-02-03,17,４階建て以上共同住宅,その他,20歳代,その他,施錠した,市原市五所,35.531586,140.11084
4349,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五所,2022-08-01,16,その他,駐車（輪）場,40歳代,その他,施錠せず,市原市五所,35.531586,140.11084
4350,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五所,2022-09-12,09,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,市原市五所,35.531586,140.11084
4351,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,白金町４丁目,2022-05-03,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,市原市白金町４丁目,35.527702,140.100311
4352,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2021-12-17,17,一戸建住宅,その他,10歳代,高校生,施錠せず,市原市西五所,35.524757,140.110992
4353,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022-02-25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず,市原市西五所,35.524757,140.110992
4354,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022-03-13,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した,市原市西五所,35.524757,140.110992
4355,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022-03-30,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した,市原市西五所,35.524757,140.110992
4356,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022-07-22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,市原市西五所,35.524757,140.110992
4357,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,不明,不明,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず,市原市西五所,35.524757,140.110992
4358,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五井金杉１丁目,2022-09-05,10,その他,駐車（輪）場,70歳以上,その他,施錠せず,市原市五井金杉１丁目,35.525291,140.097
4359,窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五井金杉１丁目,2022-12-19,13,その他,その他,20歳代,その他,施錠せず,市原市五井金杉１丁目,35.525291,140.097
4360,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,大厩,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,市原市大厩,35.528706,140.153702
4361,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-05-15,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,市原市菊間,35.534332,140.138626
4362,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-05-18,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した,市原市菊間,35.534332,140.138626
4363,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-09-26,07,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,市原市菊間,35.534332,140.138626
4364,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-09-26,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した,市原市菊間,35.534332,140.138626
4365,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-09-26,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,市原市菊間,35.534332,140.138626
4366,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-10-01,23,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した,市原市菊間,35.534332,140.138626
4367,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-10-02,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,市原市菊間,35.534332,140.138626
4368,窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022-11-02,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,市原市菊間,35.534332,140.138626
4369,窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,市原,2022-06-29,17,道路上,その他,50歳代,その他,施錠した,市原市市原,35.521904,140.123108
4370,窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022-06-25,11,道路上,その他,20歳代,その他,施錠せず,市原市能満,35.503281,140.138321
4371,窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022-06-25,23,その他,駐車（輪）場,10歳代,大学生,施錠せず,市原市能満,35.503281,140.138321
4372,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西１丁目,2022-08-24,18,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず,市原市辰巳台西１丁目,35.521484,140.149338
4373,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西１丁目,不明,不明,その他,駐車（輪）場,10歳代,その他,施錠せず,市原市辰巳台西１丁目,35.521484,140.149338
4374,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西２丁目,2022-02-17,14,道路上,その他,70歳以上,その他,施錠せず,市原市辰巳台西２丁目,35.518848,140.146637
4375,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西２丁目,2022-03-24,13,その他,駐車（輪）場,10歳代,高校生,施錠せず,市原市辰巳台西２丁目,35.518848,140.146637
4376,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022-04-15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,市原市辰巳台西３丁目,35.522171,140.145294
4377,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022-06-11,05,その他,駐車（輪）場,10歳代,高校生,施錠した,市原市辰巳台西３丁目,35.522171,140.145294
4378,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022-06-25,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,市原市辰巳台西３丁目,35.522171,140.145294
4379,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022-07-03,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,市原市辰巳台西３丁目,35.522171,140.145294
4380,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022-02-04,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,市原市辰巳台西４丁目,35.525543,140.148651
4381,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022-10-02,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,市原市辰巳台西４丁目,35.525543,140.148651
4382,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022-12-08,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した,市原市辰巳台西４丁目,35.525543,140.148651
4383,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西５丁目,2022-07-22,15,道路上,その他,10歳代,小学生,施錠せず,市原市辰巳台西５丁目,35.523651,140.151688
4384,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2021-12-30,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,市原市辰巳台東３丁目,35.516617,140.15274
4385,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2022-03-25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した,市原市辰巳台東３丁目,35.516617,140.15274
4386,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2022-06-06,00,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,市原市辰巳台東３丁目,35.516617,140.15274
4387,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東４丁目,2022-01-07,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した,市原市辰巳台東４丁目,35.513069,140.154205
4388,窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東４丁目,2022-06-15,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,市原市辰巳台東４丁目,35.513069,140.154205
4389,窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,青柳,2022-09-27,18,一戸建住宅,その他,10歳代,中学生,施錠せず,市原市青柳,35.501308,140.061768
4390,窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,千種４丁目,2022-06-02,21,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず,市原市千種４丁目,35.493355,140.063309
4391,窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,千種４丁目,2022-07-15,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,市原市千種４丁目,35.493355,140.063309
4392,窃盗,自転車盗,木更津,中川駐在所,122297,千葉県,袖ケ浦市,百目木,2022-02-12,14,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず,袖ケ浦市百目木,35.378506,140.040359
4393,窃盗,自転車盗,木更津,中郷駐在所,122068,千葉県,木更津市,牛袋,2022-09-29,17,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した,木更津市牛袋,35.404587,139.958038
4394,窃盗,自転車盗,木更津,中郷駐在所,122068,千葉県,木更津市,下望陀,2022-07-16,09,一戸建住宅,その他,70歳以上,その他,施錠せず,木更津市下望陀,35.397766,139.998627
4395,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西,2022-12-09,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した,木更津市請西,35.368698,139.937195
4396,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-01-07,17,その他,駐車（輪）場,20歳代,その他,施錠せず,木更津市築地,35.359711,139.903412
4397,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-01-08,10,その他,駐車（輪）場,10歳代,高校生,施錠せず,木更津市築地,35.359711,139.903412
4398,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-07-11,16,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず,木更津市築地,35.359711,139.903412
4399,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-09-07,17,その他,駐車（輪）場,10歳代,高校生,施錠せず,木更津市築地,35.359711,139.903412
4400,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-09-08,11,その他,駐車（輪）場,20歳代,その他,施錠せず,木更津市築地,35.359711,139.903412
4401,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-09-16,14,その他,駐車（輪）場,10歳代,中学生,施錠せず,木更津市築地,35.359711,139.903412
4402,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-09-25,10,その他,駐車（輪）場,20歳代,その他,施錠せず,木更津市築地,35.359711,139.903412
4403,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-10-16,18,その他,駐車（輪）場,50歳代,その他,施錠した,木更津市築地,35.359711,139.903412
4404,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022-10-22,13,その他,駐車（輪）場,10歳代,中学生,施錠せず,木更津市築地,35.359711,139.903412
4405,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,畑沢南５丁目,2022-09-30,13,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず,木更津市畑沢南５丁目,35.337715,139.903839
4406,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟２丁目,2022-06-19,08,その他,その他,70歳以上,その他,施錠せず,木更津市真舟２丁目,35.360275,139.93573
4407,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟２丁目,2022-08-09,20,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した,木更津市真舟２丁目,35.360275,139.93573
4408,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟３丁目,2022-12-23,08,その他,駐車（輪）場,10歳代,高校生,施錠せず,木更津市真舟３丁目,35.35627,139.935455
4409,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西東３丁目,2022-08-17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した,木更津市請西東３丁目,35.3699,139.949356
4410,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西南２丁目,2022-11-03,15,その他,駐車（輪）場,10歳代,中学生,施錠せず,木更津市請西南２丁目,35.360741,139.942368
4411,窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西南５丁目,2022-11-24,16,一戸建住宅,その他,10歳代,中学生,施錠せず,木更津市請西南５丁目,35.358772,139.939316
4412,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,岩根３丁目,2022-10-11,09,その他,駐車（輪）場,20歳代,その他,施錠した,木更津市岩根３丁目,35.41396,139.931412
4413,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022-01-06,20,その他,駐車（輪）場,10歳代,その他,施錠せず,木更津市高砂３丁目,35.414299,139.935532
4414,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022-02-21,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,木更津市高砂３丁目,35.414299,139.935532
4415,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022-05-06,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず,木更津市高砂３丁目,35.414299,139.935532
4416,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022-11-21,06,その他,駐車（輪）場,10歳代,その他,施錠せず,木更津市高砂３丁目,35.414299,139.935532
4417,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高柳２丁目,2022-11-29,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,木更津市高柳２丁目,35.409939,139.943573
4418,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,富士見１丁目,2022-11-21,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,木更津市富士見１丁目,35.380939,139.92453
4419,窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,富士見２丁目,2022-05-09,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,木更津市富士見２丁目,35.380684,139.920349
4420,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,吾妻２丁目,2022-07-09,12,その他,駐車（輪）場,65-69歳,その他,施錠した,木更津市吾妻２丁目,35.391338,139.921799
4421,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕３丁目,2022-05-20,16,その他,駐車（輪）場,65-69歳,その他,施錠せず,木更津市貝渕３丁目,35.371807,139.92128
4422,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕４丁目,2022-08-31,09,その他,駐車（輪）場,20歳代,その他,施錠せず,木更津市貝渕４丁目,35.370159,139.921997
4423,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕４丁目,2022-09-17,17,その他,その他,20歳代,その他,施錠した,木更津市貝渕４丁目,35.370159,139.921997
4424,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,木更津２丁目,2022-08-28,14,その他,その他,10歳代,中学生,施錠せず,木更津市木更津２丁目,35.382687,139.93132
4425,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,幸町２丁目,2022-12-06,14,その他,駐車（輪）場,10歳代,中学生,施錠せず,木更津市幸町２丁目,35.372173,139.927917
4426,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,桜町２丁目,2022-11-01,14,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠した,木更津市桜町２丁目,35.369514,139.927856
4427,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央１丁目,2022-05-14,21,道路上,その他,20歳代,大学生,施錠した,木更津市東中央１丁目,35.38187,139.927689
4428,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央１丁目,2022-10-06,21,道路上,その他,10歳代,高校生,施錠した,木更津市東中央１丁目,35.38187,139.927689
4429,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央２丁目,2022-03-07,17,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した,木更津市東中央２丁目,35.38084,139.931915
4430,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央３丁目,2022-04-22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した,木更津市東中央３丁目,35.379837,139.934921
4431,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022-10-14,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,木更津市,35.381248,139.924896
4432,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022-11-12,08,その他,駐車（輪）場,20歳代,その他,施錠した,木更津市,35.381248,139.924896
4433,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022-12-14,16,その他,駐車（輪）場,10歳代,大学生,施錠した,木更津市,35.381248,139.924896
4434,窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022-01-08,19,その他,駐車（輪）場,30歳代,その他,施錠せず,木更津市富士見１丁目,35.380939,139.92453
